focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer
,,1,2,how did your child use technology before the pandemic for educational purposes? ,6,"Okay. I have an 11-year-old boy who is in sixth grade, and I have a seven-year-old girl who is in first grade. Prior to the pandemic, I don't believe that they really use too much of the computer before for schoolwork, because they just had live classes. If they had to research something, my son, but not really, my daughter, too much. And the only time they ever really used gadgets and electronics is for pleasure or after school. But once the pandemic started, he came home with a Chromebook, and this is the end of it for us.
	My son is ADHD, he does not take any meds. But I was fully remote with them when it started and was able to sit and watch these classes go on. At first, it didn't seem like much. It seemed like it was actually working with him, to helping him kind of some of the issues he was having in physical form in school he wasn't having so I thought like, ""This is good. It's working for him."" But that was not true. Like the other woman was saying how they would submit documents or the homework, and it would be submitted and you think it's done, the thing is blank.I realized that all these assignments, I mean, it was a huge issue because he had 16 assignments that he did not do in his strongest subject, which is even worse. It was dribs and drabs of many things with half of the work. I find that they've gone through so many changes as far as technology goes. Just being on it all day and then being on it for pleasure. I don't know, for me, I find that although I am handling a kid who is just starting puberty so I know that you get a lot of other things that come with that as far as friction with rules and stuff. We've argued more than ever, ever before. It is a constant argument about like, ""It's so easy to work. All you have to do is show your face, ask a question, and submit the work."" 
	The grades are watered down. I feel like the technology has just they justify the scheduling as though when you look at it like, ""They're going to have two hours of live Zoom."" But the two hours of live Zoom is just live. It's not the 10 hours or the eight hours that they spend a day on it to do the work, to do the Zoom, to do the rest, and then everything else. It has not been good on this end. For him, especially. For my daughter, not as much of an issue. But for him, yes. 
	And just to note, they've done remote, they've done in school, which they called kind of a hybrid. But it's still remote. It's still remote in a building. It's not remote in your house, because they're doing it off the computer. It's not like they're having live actual instruction like they used to. They're still with the same overstimulation and everything else that goes along with that. I haven't found anything really positive to say about it at all"
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,3,"Okay. Real quick. Both my kids, my son is ADHD and ASD, my daughter is ADHD and learning disabilities. But I had to make the choice because of the sentiments that everyone said, I had to make the choice to put them in Catholic school this year, because I needed him to be in-person at least five days a week. And that was a financial decision that was not taken lightly. I actually found probably one of the cheaper, less expensive Catholic schools to put them in for five days a week. And even then, there was still points where he was fully remote because maybe someone was self-professed positive test for COVID. He actually tested positive for COVID as well so he was fully remote for three weeks, several times since September, we've been remote. So it's been very difficult.
	Even in person, it's still very difficult. Because he still has people who are also remote in his classroom so that's also a big thing. That's also another distraction for him in class. So that's a different type of distraction. He's getting in-person but there's other kids who are being remote. So that's another distraction for him, which is another ball of wax. That when it's to distraction, he comes home, like today, he came home and it was obviously a very bad day for him because it was a very bad car ride for me. It was bad.Exactly. My daughter, she even goes to a charter school and they were remote three days and in-person two days. Now they are remote one day, in person four days. But she has her own paraprofessional so it's a little bit easier for her but she gets overwhelmed. Her ADHD is more of the impulsive. I think I chalk it up to her being a girl. She's not as much as emotional as he is. He's very emotional. It causes a whole different ball of wax because like I said, if he's had a bad day at school, we are all going to have a very bad day at home. "
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,1,"The return to school, I mean, right now, she's three days one week, two days the other week. That's been really awesome and nice. She's really happy every time she comes home, much more cooperative, it's still difficult to get her out of bed. It's awesome when she's in school for all of us. She keeps saying she miss being home. The concern I have is that where I'm hoping we're going to be able to go back five days a week. But the two concerns that I have about really as more and more kids transition to going back fully in school is addressing any form of, for lack of a better word, PTSD. I did bring it up at the school as part of the SLT to what are they going to do for social and emotional well-being of the kids when they go back to school.
	The other thing that I would like to see taught in school is form of online ethics. I don't know. The fact that kids trust so much what they see and read online, and it would be great if there was a class about helping them learn about cyber security, being able to recognize on their chat rooms when there's possible grooming, phishing and all of that, and understanding that there's no privacy once you're online. It's not private, it's public. So all of that is something that, especially after seeing what ... They communicate in so many different places online and I can't control all of those chat rooms. There's [inaudible 00:47:18] publicly know that. And I think for their own safety, I think it would be great that ...My biggest concern with returning for my child is ... Like I said, I shared a little bit earlier is how he's going to be able to control his body. Again, when he was home, I'm not restricting him as far as controlling his body. But at school, they consider it as safety issue because if he's tapping or he's putting his pencil on top of ... I mean, there's plenty of chairs that my son has broken while he's been ... Folding chairs that he's broken because he's lean back on them or things like that. But that's home. School is a different story, that's a big like, ""Oh, my gosh, that's so insane."" I'm really worried about that and how that transition from being ...
	And then he also hasn't been out as much, either, because he's been so bogged down with schoolwork. So I'm worried about the overstimulation because even for myself, my youngest starting into school, so I started to drop her off to school and pick her up. Just the fact of me going out for three hours a day, I come back so tired because I feel like I'm so overwhelmed with everything that I had to pay attention to and monitor that I didn't have to do for a year. So I'm concerned of how that if it's bothering me as an adult, I can only imagine how that's going to reflect on them."
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,4,"I would say my son's school is not going back this session. They are going to be remote throughout this session, because he goes into charter school. Doing good independently. Unlike before, when he goes to school, he is not writing any notes, he's not doing anything. I get all these phone calls, emails. He has to come back home, I have to start writing, I have to start the homework, helping with most of the homework. Type it or write it in his notebook, because some of his teachers will insist that they want the note and it has to be updated. So I have to just write the note for him. He's back, less work for me now because he works independently, he's able to do his homework on his own on his computer, turns it in at the right time. I don't have to do all this paperwork for him. But my concern is now when he goes back to school, to him, he doesn't want to go. He wants to stay remote. He prefer in remote because he's able to do his work and is able to get ...He wants to stay at home because he's able to do his work better and turns his own work faster. It doesn't have to do with all this side things like bullying, maybe harassing and the treatment from all those mates at school. He's in his pace at home, he moves around. Although he gets distracted sometimes. Just YouTube while the class is on, so he gets ... The teacher calls him, he's fumbling on his [inaudible 00:49:40] to respond and all those things.I have to go back to ... We'll be writing most of the time [inaudible 00:49:47] close to him. And when the teacher [inaudible 00:49:53] the teacher talk, put on the volume so I can hear and know when they him and just direct him and assist him. So going back to school next session is a problem that he doesn't want to think about for now. Because since the pandemic, he refused going anywhere. He doesn't trust anything. He doesn't even trust the vaccine. I told him I took the vaccine, I'm okay. He still does not because it was too fast to develop the vaccine. He's autism with ADHD, anxiety from depression, and all of those things with it.
	My concern is going back. And as Parent 1 said, internet safety, very, very important. How will the school handle this when they go back? Sometimes he goes on some sites, and he just gets up and starts screaming and running around, ""I'm scared, I'm scared."" He can't sleep, he can't do anything because of some things that he saw when he was on that site. I have a nephew in England, his age, too, 13-year. And he is all over the world with people that he doesn't know. He also has autism. There was a time he told his mother he was leaving London to go to Birmingham to meet somebody that he had been communicating with on the internet. How do they recognize the good ones from the bad? How do they recognize who they are really chatting with when they're online? This is a very big issue and a concern to me, actually."
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,2,"My child is on the verge of leaving the nest, I suppose, maybe. He has two credits left to go with high school. He's right now in the process of deciding whether or not he wants to go to a community college or going to a trade. I'm actually looking forward for him being out of the house and coming into contact with people. Because what I've been finding with him is that he has been getting along and listening to erroneous news, fake news, basically.
	Some of this is also just being antagonistic and wanting to be. He just wants to do a reaction. He says something reactionary about everything that's going on from the pandemic itself, from vaccine, Black Matter, Asian sentiments that's been going on. It's just driving me crazy. And he needs to get out into the world instead of being locked up into this little box where he's controlling what information he's getting. That's what I want."
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,6,"No. I was just going to say one of the things that I think really kind of concerns me is that as he's gone back into the building ... My children go to charter school as well. And they've created so much about wearing a mask, and my son, he's at home, he's not going to wear a mask in our house. So much emphasis on it. Even wearing a mask while they went to recess and his mask fell down a little bit under his nose, and they stopped him from recess and were like, ""No, you have to. Your mask were down."" I mean, some of the things are getting so kind of, for me, a little ridiculous that it's you're breathing your own CO2 all day, getting headaches, all this stuff. If the kid is going to go outside, then let him breathe the fresh air. They don't have to be next to each other. He can run alone, he doesn't need anybody running with him. He has so much energy. But it's like they're getting so ... There's so much more anxiety build up that it just doesn't help. And the thing is when you have a kid like mine, super sensitive, he's very affectionate, he doesn't like ... For him to socialize with the new kids because he went into the school last year. So he didn't even really make friends when March came around. It's like he had no roots. He was in another school for four years. So it's like how do you make friends with people if you don't get close to them? He's a very touchy feely kid. And it's like, ""Now this touchy feely kid was trying to make friends. Now has to be ..."" The expectations, especially when they know your kid has special needs and special attentions and accommodations, that they don't really look at those things fully. And everybody's on someone's scale and it shouldn't be that way. Because I feel like kids with accommodations, those needs have to be met because these kids ... I find my kid is zoning out like things don't matter. And you're talking about a kid who was honorable student. And it's how can this be affecting him in that way? That's all I wanted to say."
,,1,3,what do you anticipate as people return to in person. Do you have concerns? Is there anything about the educational technology would like to see continue? Is there anything that you hope will end?,3,"I'm sorry, I'm just going to real quick ... I apologize. I'm not going to hijack this time. I was just going to say for us parents who have our children in charter. My daughter's charter is 65% IEP so that's a little different. But other charter schools, that's the thing about charters, that's the gamble. They kind of comply with the IEPs, they kind of don't but that's the thing about charters. We got to take it, we don't have to take it. Just depends on the charter. It's such a hard thing. And I know a lot of folks have just mentioned about keeping track of your kid online. 
	I put Bark on child's my laptop. It's B-A-R-K, it's an app that you download. You have to pay for it but at least it tells you if someone's fishing them. If someone's saying the key words and stuff like, that they send an alert to you. So that's B-A-R-K. I put Bark on my kid's laptop so I can get the alerts. At least, that would be like, ""Okay, let me figure this out."" But it is an awful ... It's such a hard time that we're all going through. Even I as an adult, one of my emails got like I got an alert, alert. It's on the dark web. I'm like, ""I don't even know what the hell the dark web is."" 
	We're exposing to our kids all of these things. And if your child has ADHD or ASD or ADHD with other comorbidities, it's even more difficult. Because it's like it's so hard to protect them. You want to protect them, you want to do what's best. But at this point in time, you don't even know what's best for your child. Because you know the COVID rate amongst kids is less than 1%. Going back to what she was saying about if your child is a social little person, then what are you going to tell them? Like, ""You can't be that social. You got to stay arms away."" But that's so difficult for a kid to comprehend that.
	I's very distressing. I'm not going to cry. But it's such a very distressing time that this is a distressing time for us as adults. It's an even more distressing time for our children. I know one mom just mentioned about the kid not being able to sit still. If that's the case, on your kid's IEP, you can get a sensory cushion and have that with your kid just so they can help. My son, for the longest time, I had him to have a sensory cushion. He was getting in trouble. He was sneaking ... In elementary school, he's in junior high school now, but he was sneaking into the classrooms, into the closets to inhale marker. That's not good. Like, ""Oh, no,"" right, exactly. He inhale marker. Well, that is a sign of anxiety. And I said to them, I'm like, ""When are you planning on telling me this? After he's graduated from smelling markers to something else? When are you planning on saying, 'Hey, your kid has anxiety?'"""
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",5,"I will go first because I have to get off. What social media is starting to ... I mean, he still hasn't really gotten on to it. The kid versions where he's able to connect with his cousins. I've also found that his relationships with school have not been the greatest because he hasn't been able to see them in person. But because he's able to see his cousin, those relationships have grown more. I'm not sure what the correlation is. It's been there. But that's who he's been in this space with. And very early on and a lot of you were talking about some of the challenges with navigating the world wide web with the children.
	One of the things that we did, there was a, I forget, I was trying to see if I could find it, but it was a video that kind of talks about kidnappings and things like that that were kind of happening. It was an actual show, and we sat down and we watched it. We had a long conversation afterwards. Like, ""This is why I don't want you having conversations about where you live or letting even ..."" Because he has a younger brother, I'm like, ""Even being able to communicate."" I said, ""Sometimes your brother might say something to give indicators about the community that we live in, that might lead them that much closer to the house."" So just helping them to be more aware of and be mindful of their surroundings and how the information might be perceived on the other side has been a big point for my husband and I and what we've been trying to relay to him. Because we want to have him to be more autonomous.
	I think somebody was sharing the site, I put on a blocker on the phone and on the computer as well so then I'm getting alerts where he's going to YouTube and some of these things. Because even videos that are coming up that are way too inappropriate, in my opinion, where they're showing crosses, devils, and all kinds of things. That's not something that I want my 12-year-old to be engaging and experiencing at this time. So the social media platform, I feel like has definitely expanded and is now more so like in the TikTok era, in the YouTube era. I know YouTube has been trying to do a lot to try to curb it but it's still not great. So those are just some of the things that I know that I've been doing to kind of manage it."
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",3,"I just wanted to jump in real quick. So sorry about outside. But in addition to social media use, I know that some kids aren't on social media yet. So even if it's just the YouTube or like watching movies or videos, any sorts of media that your child has been engaged in over the past year, definitely tell us about it. And once again, I'm very sorry about outside."
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",1,"So social media, interestingly enough, I think it's been in a weird way better. I don't know if it's because she's maturing. Also, girls start social media, I think, earlier than boys in general. We had talks, we had contracts beforehand. There's no selfies allowed on Instagram. It's a way of showcasing art, it's not about looking how many likes. And it turns out that they don't really use Instagram the way that they were mostly about posting stories. So they're more in the Snapchat, in and out world of showcasing what they like.
	I think it's been really fun, because I can see what she's interested in it in things. And they've been really good conversation starters. Also, it's a great way of monitoring her growth and seeing who she's chatting with. It's been kind of interesting. The only thing that worries me in the social media world is all those. Because I discovered Discord, and then there's chat rooms and games. But there's also, what is that? There's that one game that everyone plays and all the adults love too. I forgot what it's called.Yes. It's been great. Strategy and fun. The only area that I worry the most is YouTube, I must admit, because that's the area where she feels very comfortable commenting on a lot of things, and not realizing that she still comments like a little girl, with mistakes and all that. So that's my only concern, but overall, I find, interestingly enough, a positive experience."
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",6,"I don't think my experience has been pretty good. I think for my little one ... My son is always on animes and looking at gamers showing videos of games and listening to commentary. I think he watches a lot of puppet show. Things I find very silly and immature. I'm like, ""Okay, not a big deal."" But my little one, she likes to watch all these toy openings and kids talking about things that they're opening and she wants a YouTube channel. But I have found that I had to put some blocks on there because I had a lot of completely sexualized, inappropriate things pop up that I was mortified that she was on it and it was ... 
	And her brother noticed it. And I'm like, ""What is that?"" She was on just some kind of kitten. It just popped up. And she, of course, you see something you never seen before. You're going to be like ... And it was so instinctual. She was trying to hide. And I was like, ""How can this just come up out of nowhere?"" There was like nothing that she was on before. I feel like the bad guy because I had to completely stop it. Like, ""No, you can't get on it."" And she said, ""But I just want to see the video of the games and the kids. I want to have my own channel.""
	And I'm just like, ""This kind of stuff. I can't have porn going in front of my seven-year-old. This is highly problematic."" I find that even when you do it and you do the YouTube for kids, it's not even that safe either because there's some anime styles that are just, for my taste, a little too much at this point in time. I feel like they haven't been able to have so much happening. We couldn't go on vacation because of COVID and everything. When it first happened, we had to cancel. I feel like they've lost so much that the one thing they have is the internet. And it's now I have to be the bad guy and say, ""No, you can't be on this."" It's frustrating to say the least."
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",2,"Sorry. I'll be quick. One of the things that I find is that these kids, their attention spans ... I mean, first of all, the [inaudible 01:11:25] kind of problem with their attention span. And with the internet and everything that's on it moves at the speed of light and so quickly. They're getting information that is stunted in a lot of ways. So they're not even getting full pictures. But my son gets a lot of his news from memes. And they'll come to me and be like, ""Mom, this and so and so."" I'm like, ""Are you freaking kidding me, dude? Why don't you watch PBS News Hour with me and get the full picture? And then you can make up your mind and have ..."" It's just ridiculous. Anyway, that's my piece."
,,1,4,"any concerns you had about social media prior to the pandemic, how that changed, benefits, concerns, just hearing both asides",4,"Let me see. Mine go on these, YouTube videos, watch them. And then Discord, he does Discord so much now. He organizes his own, whatever you call the [inaudible 01:12:19], and when he says something that is obsessing, he comes back and start complaining about it. In the bathroom, you will hear him ranting and complaining and whining and everything continuously. Then I have to stress, ""You know what? You have to stop it. I'm going to take you all. I'm going to take the computer, I'm going to take everything."" ""I'll stop. I'll stop it."" Goes back in that circle and all of those things. I don't know how to stop him. I really want to but I don't know how to stop him. But his cousin is engaged, he connect with other people. And this is it.Because of pandemic. He came too engrossed in that [inaudible 01:13:19] before the pandemic."
media_group,3,1,5,how did your child's use of technology for school purposes changed during the pandemic? Was it beneficial? Did you have concerns or find it problematic? ,1,"I don't know. It's been ... I mean, because she was remote for a certain time ... I mean, it was horrible.It started well. And then it went to [inaudible 00:28:05] so much more that ... I mean, with her psychiatrists, we had to decide to use medication because it was too much. Then she was on blended learning, which ended up being remote for most of the time. Interestingly enough, the blended time was horrible when she was at home because it was asynchronous learning. So the fact that she was not engaged with a teacher and had to work independently using tools, I mean, we had to spy remotely on her computer because, I mean, it's Netflix, it's anime. We're in anime Japanese World 24/7 so much that she would even hide the laptop under her bed so that we forget about it and pull it out at night. We'd find her in the closet in the middle of the night watching anime. 
	And she said, ""I don't remember. I must have been sleepwalking."" Those times were hard. I don't know if it's maturity. I mean, it's hard. The remote school thing, I mean, it's constantly needing to juggle between trying to get her to be independent and also have her accept that we're still her parents, and we have to be teachers at the same time. We're in that really weird role of having to do both. Overall, I mean, she's a trooper for most of the time and medication had helped with the crisis and the fact that we put a doorstopper, like one of those remotes so she can't slam the door anymore and break the wall, all of that helped.I think the combination of both. I think the crisis, the pandemic coupled with so much screen time, the need of escapism, I don't know who brought that up earlier that, all of that combined with her anxiety was a wonderful melting pot. I mean, now it's much more under control. I mean, it's not perfect, but at least she doesn't have crisis as many, at all."
media_group,3,1,5,how did your child's use of technology for school purposes changed during the pandemic? Was it beneficial? Did you have concerns or find it problematic? ,5,"When the pandemic started, they went completely virtual. And they tried, they did, they kept the same schedule as when they were in school, as far as hours were concerned. So his day starts at eight o'clock in the morning and goes until 3:45 in the afternoon. So typically, he'll go until 4:30. So he was pretty much in that space. They were doing 90-minute blocks. So they broke it down to do 35-minute blocks with a break before they went into the next. His level of focus, I guess it was good, because with his ADHD, he was able to make noise and kind of be in his face, and he was on mute so nobody really heard him. He's [crosstalk 00:32:33] stuff and doing things that keep his mind engaged.
	In school, it presents a problem where he would yell out a lot during his class sessions. I'm just envisioning, I'm like, ""Oh, my gosh. This is what you do in class and why the teachers are always having a fit and calling me and feeling like, 'What can we do to get him more focused?'"" He hasn't been taking his medicine during the pandemic. We've had some times where it's almost like a threat, like, ""If you don't focus, I'm going to make you take your medicine,"" kind of thing. Because the issue in class was he'll be in class all day but he wasn't doing any work. So his teachers would call me or they would text me, and there were like, ""He turned in work but it's all blank."" In addition to him having to do his night homework, he also now has to do all of the work that he didn't do for class during the day.
	He's pretty much on his computer from when he wakes up in the morning at 7:00 until going to bed at night at 9:00 trying to ... With breaks to kind of go to the bathroom and eat. It's a lot. It's overwhelming. A lot of times, just like Parent 1 was just saying, we had to do some stop gaps, too. We got the blink camera to put in the room so that I'm able to see or listen or hear. If he's listening or watching a video game or watching YouTube instead of participating in classes, I'm like, ""It has to be something more than you telling me that you're in class and you're not doing the work."" I had him sit in a room and it's difficult because I'm working and it's like, ""Okay, I'm trying to oversee,"" And like I said, I have three kids so I'm trying to [inaudible 00:34:33] all of them in virtual learning. And trying to keep them all up to par in what they're doing. I definitely felt that it was challenging.
	But the good parts about it were that he was able to connect with friends and family members that he wouldn't on a regular basis. On the weekends, if he did well in school, I'm like, ""Okay, then you can spend time with your family."" But that just meant more time on the screen. Maybe on a different type of device. Now, it's the TV instead of the computer. Or maybe it's his, what do you call it? His phone or other electronic devices. But it's still, to me, overkill. And I feel like when he goes back to school, I think it's just going to be much harder, because I don't know what the [inaudible 00:35:27] kind of does that look like. With overstimulation and then they go from overstimulation to something not so [crosstalk 00:35:35]"
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
media_group,3,1,,,,
